model,model_index,start_id,start_kind,start_seed,initial_parameters_log,final_parameters_log,fit_success,fit_status,fit_message,nfev,nit,train_mse,train_rmse,validation_rmse,validation_bic,test_rmse,error,selected_by_train_mse,selection_reason
LADDER_6R6C,5,14,log_uniform_within_published_bounds,1682408789.0,"[-8.904400061017794,-8.377750478757136,0.7754642301824219,-2.500904727928889,-4.438336690621644,-0.6576524055293689,24.54883409095567,13.822884716455636,22.478060853242354,20.162929372541583,13.79832741378995,23.969605098903948,-3.974194896330083]","[-9.978797153072213,-9.98479729177426,1.004136609804745,-2.501006249809677,-4.438333231766034,-0.6575723955349921,21.194743563482294,14.273203495639942,20.100964295103203,20.162579184452497,13.798293938449095,23.969716279948145,-1.0375063478498334]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,728,24,3.2701969244333373,1.808368580913011,5.010776323783958,4813.49409207595,0.8524489325373941,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,15,log_uniform_within_published_bounds,1886400092.0,"[-0.33594450783148133,-7.713364476923298,-2.722786483580829,-4.337728575693668,-8.311926663066993,1.1254979516673806,15.97748425586275,22.258569964319488,16.87972073841062,14.035219746756649,16.5717293531804,22.821176501378616,-12.221550570673706]","[5.0,-7.5746907998875015,-2.5878327604816236,-4.335504902872487,-8.309062672477928,1.167962825413408,22.39177870836501,22.414684882498758,16.89958399772316,14.116224830440144,16.57581135338566,22.867152130616724,-0.12956824765186004]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,728,25,3.2585010335866325,1.8051318604430626,5.0068979792538455,4811.226940438152,0.8494759108126486,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,16,log_uniform_within_published_bounds,777346740.0,"[-2.142080338742266,-1.1211085133229375,-0.9526484312668426,-0.7777280637224937,0.536374167659762,0.22477555762194257,13.442118261825897,12.364186587101852,13.125924722185417,24.116539931178465,10.044576617246914,20.702218034959266,-0.3253633250825203]","[-10.0,-9.999999999326585,-10.0,-0.6610621562795935,0.5363741676353296,0.22477555763388726,24.999999997790184,24.999999998095436,24.999999997400657,25.0,10.044576617287635,20.70221803497121,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,2,43.29680849554319,6.580031040621555,4.262196266384033,4339.725318810975,0.6330595679102573,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,17,log_uniform_within_published_bounds,2673920184.0,"[-9.972586464487762,-2.3355125389796143,-2.831860353866012,-1.2999596874857478,0.06282053713632685,0.8925285940223038,11.308684803604827,16.182119661663194,19.275841148231354,9.362551709070937,20.91785741009555,13.541104444910378,-12.99309962731867]","[-9.972586431666171,-2.3355123858081055,-2.8318606773772643,-1.2999597020925326,0.06282053967491202,0.8925285972981238,11.308684823666107,16.18211968219193,19.275841043860357,9.362551632883022,20.917857379377267,13.541104445199029,-12.993099625734596]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,224,1,43.314541491877755,6.581378388444001,4.2624502151232555,4339.899768721661,0.6328118881144209,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,18,log_uniform_within_published_bounds,1489155749.0,"[-3.441228525155397,-5.140225423908898,-5.430803577035205,-3.829581813634875,-5.546313234386128,1.4099119632417985,21.874381540332223,22.652024257819246,17.40471824294029,22.79867286634755,19.047967938193022,22.12437555055024,-1.6449205473578807]","[1.8085457609457012,-5.132520348932541,-5.425249011028853,-3.829561692110804,-5.546319872921102,1.4099224243743953,24.521286787130734,22.48347602127262,17.40458810171676,22.79805666166478,19.047941478539713,22.124382516352885,2.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,532,25,3.2585996949193627,1.805159188248882,5.0069397179024255,4811.251348815189,0.8495127011537857,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,19,log_uniform_within_published_bounds,3275646361.0,"[-6.518732846087214,-1.4478072596840583,4.984023981235051,-7.775056886167036,-5.346807418943719,4.992322027984372,12.103744303023772,24.346768212580677,15.570529943818933,24.22677716821775,11.279874371933463,22.929096309631912,-11.756800911836727]","[-6.518733263575478,-1.447807411087923,4.984023981225627,-7.775056886167036,-5.346807418943719,4.992322027984372,12.103744046314842,24.346768026557037,15.570529945481406,24.22677716821775,11.279874371933463,22.929096309631912,-11.756800910760454]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,238,1,43.29639559761391,6.579999665472173,4.262222501985625,4339.743341820766,0.6330373683637457,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,20,log_uniform_within_published_bounds,766809854.0,"[-7.149949604422076,-5.686214125506205,-2.158172064512807,-0.37477539034616214,1.0134896450519815,4.351310353806699,22.266946093353067,8.39260910413351,12.02947253462146,12.686236980064981,15.527868069660743,20.364389074467326,-19.056640664220968]","[-7.149948970854307,-5.686213546559063,-2.158172072792271,-0.3747753907907489,1.013489644883079,4.351310353801218,22.266946798256033,8.392609009624527,12.029472580044214,12.686236985533398,15.527868070008697,20.364389074892628,-19.05664066421914]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,210,1,43.29681068942007,6.580031207328736,4.262196252150127,4339.725309032711,0.6330595663059063,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,21,log_uniform_within_published_bounds,318837454.0,"[2.1848250534163167,-1.7863724130905911,4.08850077325399,3.439097485471258,-3.990078320052011,-4.410996100780096,10.41383103374342,11.372162980836091,18.764549607472606,20.72287262844649,8.79102591259184,18.41516176331658,-15.578333605884932]","[4.954367484169864,-2.4659932708121306,4.950218802067668,3.445262385940774,-3.990078320052011,-4.405874099503594,23.56136100415819,8.000068483033987,23.873981370707853,20.73941224792625,8.79102591259184,18.420283764137597,1.040035853190927]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,616,22,3.258465721102256,1.805122079279475,5.0069154250058965,4811.237142577926,0.849490357385635,,True,minimum_train_mse_then_lowest_start_id
LADDER_6R6C,5,22,log_uniform_within_published_bounds,3279897187.0,"[-0.3369797718036711,-4.2158159808057585,4.739688272681432,0.22509761470739242,0.682379874353515,-1.2210529156907874,9.864994968614868,9.128465197651945,16.633109485197604,16.119928285117574,13.425507878797209,9.926109208306242,-18.78895307088725]","[-0.15585039336995413,-4.184993732289084,4.99999999981739,0.51681753087269,1.1604708107708792,-1.1553230104860588,9.582735035465893,9.522745050337523,17.185865042231022,16.898268514476737,13.482301974580126,9.926334507830292,-18.78556973396698]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,252,5,43.31749256867106,6.581602583616779,4.262114562792686,4339.669190375429,0.6330506193301381,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,23,log_uniform_within_published_bounds,4234038812.0,"[-1.1712407282916306,-7.956611631591688,-0.6440817271810797,-4.877415527484214,3.7314475773199884,-1.3570879732660277,16.148306796164604,19.595669229137265,24.454673954186642,23.450224934233646,9.842457512456718,14.995129899956648,0.34032567691945914]","[-10.0,-9.99999998567413,4.999999986258488,-4.877415527484214,3.7314475773199884,-1.3570879732660277,24.999999858346037,24.9999999819433,24.999999988596574,23.450224934233646,9.842457512456718,14.995129899956648,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98,2,43.296801515991575,6.580030510262971,4.262196270504835,4339.72532164184,0.6330595678609028,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,24,log_uniform_within_published_bounds,2146639548.0,"[-5.457889476483872,-6.151404500276593,-3.9057752219324264,4.100307064834556,-0.9301769310036221,-0.2434655733775859,20.698080538656683,21.720079380863837,14.76447116034904,17.772832660332075,24.63042091888698,11.177027410779699,-17.864357864421414]","[-5.457889787085174,-6.151404630284565,-3.905774613105812,4.100307052819032,-0.9301769310036221,-0.2434655733775859,20.698080552955155,21.720080296446703,14.764471264523625,17.77283300493728,24.630420919728067,11.177027410779699,-17.864357864421414]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,168,1,43.29679884934319,6.580030307631051,4.262196326807676,4339.725360320192,0.6330595359597452,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,25,log_uniform_within_published_bounds,1710456321.0,"[-0.9478238722236387,0.8113425403704912,-7.669566552154239,3.210084278189276,-7.980260585698664,1.4065099915862724,9.075764060031375,24.760830539199667,17.347244232347215,11.667468759558592,18.414482582940874,15.024878041275546,-14.63110486766897]","[-0.49618937782903216,1.0067788992465128,-7.6695010337044724,3.2101582889840987,-7.980260585698664,1.4065315777431004,9.118035582801435,24.938586449861223,17.347359331484537,11.667241852477952,18.414504169095792,15.024878041275546,-14.588848604986957]",False,2,ABNORMAL: ,672,3,43.289381195657164,6.579466634588032,4.262808952984792,4340.146185736906,0.6324984250539938,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,26,log_uniform_within_published_bounds,4187701205.0,"[-3.267504902436416,2.69715234584905,-0.9490369269202201,-4.621868525344129,-2.151880578849034,-5.755278848181701,8.521692143751077,10.269857567718182,10.920361984528409,17.42057268424548,23.164461573491035,14.453310099346705,-18.988632032938167]","[-3.2209854011918186,2.784666764610273,-0.9198263817277719,-4.988542419327164,0.27804307214611385,-5.726394705029767,8.529839469615267,10.334866570450755,10.866561936161986,17.17905171607575,25.0,14.475412745342984,-18.919418455511657]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,294,6,43.30353409026277,6.58054208179408,4.262062085677054,4339.633139270224,0.6329469038399785,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,27,log_uniform_within_published_bounds,92736094.0,"[1.6008172896251889,4.265239892495133,-7.7365951900565815,-6.013905492013566,-2.796725355383903,-1.8119525351048917,8.79620806315612,15.035531260404568,23.591522822854415,14.740875122568756,16.948643616415595,20.637062096580806,-1.1851996195160446]","[-5.862197246037812,-1.9581840898430187,-7.2508244425842125,-0.6287823010012416,-2.341693873885067,3.8454479416402525,25.0,25.0,23.898215378502552,14.069946615543719,18.045846769683596,22.280045954632442,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,546,10,43.29680150867826,6.5800305097072505,4.2621962705300085,4339.725321659134,0.6330595678536007,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,28,log_uniform_within_published_bounds,2022795107.0,"[-0.4220571442172414,4.321326382090543,-4.2131957436404575,-1.7756430560199945,-8.017474180559079,1.6867343031405113,18.70666631029159,12.454936455506278,9.674947816849295,19.446882849955337,21.36899773811204,14.202539245725841,-5.429426305024668]","[-0.28642702494134226,5.0,-4.208955846719236,-1.7742711440099295,-8.017419397077923,1.6877357797153316,19.41170415427419,12.299010839195962,9.671571330271552,19.445900139090124,21.369973032295242,14.202613470543854,-3.1085983729239985]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1050,34,3.259521706154617,1.8054145524379206,5.007090283238181,4811.339396345119,0.849651968890443,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,29,log_uniform_within_published_bounds,3098012959.0,"[-7.721795845556256,-4.021036217568631,-7.90497088306596,-6.318041672599545,-8.488345376499908,0.8383389122487408,9.068505532257213,23.382271972775822,23.56946028324267,13.031767209760279,15.658663927235809,15.57769085947469,-15.742320573724124]","[-7.721795845556256,-4.021036217568631,-7.90497088306596,-6.318041672599545,-8.488345376499908,0.8383389122487408,9.068505532257213,23.382271972775822,23.56946028324267,13.031767209760279,15.658663927235809,15.57769085947469,-15.742320573724124]",False,2,ABNORMAL: ,294,0,43.29789101202743,6.580113297810869,4.2621895053647,4339.720674191377,0.6330598681582734,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,30,log_uniform_within_published_bounds,3232789385.0,"[1.6112438251747783,-3.5483494124862505,-8.82524706417277,-9.344427793280829,0.9456690280171127,-7.51211027058179,11.113675810752529,9.823899739159536,19.695100071393327,9.146498426232585,8.460568931896187,22.811441486705036,-0.4791221163387682]","[-10.0,-10.0,-9.999998995776664,-9.999998578324485,4.99999996401824,-10.0,25.0,8.0,24.9999998598582,24.999999515610615,8.000001419236755,8.0,-20.0]",False,2,ABNORMAL: ,840,3,43.29682413890774,6.580032229321353,4.262196113737856,4339.725213947663,0.6330595715705558,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,31,log_uniform_within_published_bounds,1139924534.0,"[2.799528152247312,-1.0384455146517144,-7.624041087295947,-1.7677740897446395,-5.871163724607092,-2.9080054710866667,21.572694337132635,23.889831085790036,9.973777839240594,24.10673850077724,10.462689089764709,10.218743036131146,1.7551479096585823]","[4.185596660682423,-1.03699032316656,-7.624041087295947,-1.7677740897446395,-5.871163724607092,-2.9080054710866667,24.999999386853652,23.89146817606543,9.973777839240594,24.10673850077724,10.462689089764709,10.218743036131146,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,2,43.29680151130213,6.580030509906631,4.262196270463207,4339.725321613244,0.6330595678628943,,False,higher_train_mse_or_later_train_mse_tie
LADDER_6R6C,5,32,log_uniform_within_published_bounds,1924477223.0,"[-8.8719171984857,-4.684480293436606,3.7754324000664656,-0.9356877413040081,2.48342120701677,-3.967326299433261,8.791895963300327,8.045749923354675,19.38579226161827,22.849022061740307,22.46290692134003,24.0972825632005,-9.126778075207763]","[-8.871917222305834,-4.684480405671541,3.77543239284464,-0.935687741321186,2.48342120701677,-3.967326299433261,8.791895992831273,8.045750212469123,19.3857923801602,22.84902206172157,22.46290692134165,24.0972825632005,-9.126778070437236]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,364,2,43.07020786175184,6.562789640217934,4.266281199564878,4342.530200530116,0.6302909561919536,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,-9.210340371976182]","[4.008254722788776,2.9367276938723412,3.416146146338431,3.6377031984654047,4.01983607694596,5.0,5.0,21.34927680556082,22.253770772626446,21.46612365450417,21.174056616978024,20.92344765637945,20.29708704998335,18.782049383159,-1.1719660926938031]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,560,22,3.258847940483111,1.8052279469593615,5.0069644110817695,4825.8436444521485,0.8495367759306627,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,2,log_uniform_within_published_bounds,4171539361.0,"[-8.39933441544391,4.426589962496056,3.119752592493416,-1.7514009256718808,0.961967402665671,4.436805886161656,-5.930462986500272,10.146265518022819,10.69273332231392,11.244695602557526,24.489560067453652,12.947583447445634,9.5295111426063,14.16931206641968,-0.8561864938319594]","[-10.0,-10.0,-10.0,4.999999999999999,0.961967402665671,4.436805886161656,-5.930462986500272,24.999999999999996,25.0,25.0,25.0,12.947583447445634,9.5295111426063,14.16931206641968,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80,2,43.29680429044217,6.580030721086503,4.262196268607303,4354.303175727337,0.633059567884842,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,3,log_uniform_within_published_bounds,2046472620.0,"[4.6832855791459895,2.5253690114433773,-8.744949287969781,1.0253278753528932,-7.910370471217339,-1.1404767805676705,-4.8788081023573,16.750871625340498,11.458462424159015,9.408708040604655,14.30857908298649,18.740025461307518,8.998313865385425,8.42305462307222,-10.084045268685692]","[4.683285583123628,2.525369011554255,-8.744949287981935,1.0253278756506163,-7.910370471267679,-1.140476780063023,-4.878808102334803,16.750871665847672,11.458462424251696,9.408708040656823,14.308579083261137,18.740025462010113,8.998313865445839,8.423054623082242,-10.084045255454699]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,272,1,42.295618999124606,6.503508207046763,4.272030460478468,4361.051186404291,0.6284935535270826,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,4,log_uniform_within_published_bounds,258013893.0,"[2.630338958907531,-1.6519690651881955,-0.0821973847573787,-4.896534882873061,3.425103299132779,-9.193543972223283,2.738334279228413,18.28396709860963,10.982416850928516,21.698169455938363,17.44638744970456,23.83299085858264,20.702466512223793,18.819855133636942,-12.609845588331238]","[5.0,-2.7184207459437513,-0.08794675306412957,-4.903715106480762,3.4251117640528763,-9.193543972223283,2.738334279228413,22.454766287954012,9.666521329675367,21.686449685795658,17.43923468904198,23.832998294686064,20.702466512223793,18.819855133636942,-0.0665378701344778]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1168,29,3.2584977513778584,1.8051309513101421,5.00693006665035,4825.823560259047,0.8495032315440902,,True,minimum_train_mse_then_lowest_start_id
LADDER_7R7C,6,5,log_uniform_within_published_bounds,1355658953.0,"[-5.49073282347366,3.5555205857349463,2.2305246718211116,-9.347060798604431,3.4543919744940847,-7.294609089099725,-8.712748554010657,9.439416312017038,12.647521240521662,16.047764696247278,10.162579695030573,11.701836980509874,23.559721703391897,18.635892718205557,-14.383665695760797]","[-1.9640869235083078,4.971913042390663,-0.4027009083907996,-9.603177689508101,4.238639116384162,-6.515131814865229,-8.558492506296403,9.99106632976996,13.941076283497212,15.123283303610561,9.957120252814498,11.742354472788973,24.49158918315501,18.629126340023806,-8.575852044607993]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1152,19,3.7028768455035204,1.924286061245448,5.0445125534594775,4847.719329521678,0.882446007846844,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,6,log_uniform_within_published_bounds,3437703150.0,"[-1.4219635732013334,-5.392135596144843,0.335387144362878,-5.028015556858035,-6.058847534393962,0.4607950329964563,3.3205235707832212,16.173127904128776,20.007081902067824,22.97984780766019,18.38982740482996,13.005375896748872,24.234621731611426,17.98838029235684,-18.065085461183763]","[-1.421963649687949,-5.392135447546906,0.3353866705347777,-5.028015515535817,-6.05884752288856,0.4607950329964563,3.3205235707832212,16.17312792632934,20.007080806624018,22.97984550204266,18.389827448420842,13.005375895128392,24.234621736310814,17.98838029235684,-18.065085437686818]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,208,1,43.29671131825329,6.5800236563597005,4.2621997194094865,4354.3055463231685,0.6330573965633259,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,7,log_uniform_within_published_bounds,106815637.0,"[-9.62234428401935,1.7225109928914417,0.6193790010354654,-6.713335023506852,-9.055398595723506,-2.6279584488251517,-1.2796029323638116,22.510966514694783,14.346410032517305,11.695803483027323,14.9755064648268,11.226832628055533,13.997565936009828,22.781829146257017,-3.376651272002995]","[-9.80566388654566,1.6882854800090912,0.6194440746662583,-6.71334117669565,-9.055401715485756,-2.6279052369224574,-1.2794648584751824,20.43794706761407,14.116385169124452,11.695911663037272,14.975502648492348,11.226834045130367,13.997567662596758,22.781907907489785,-2.0801239388285224]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,432,4,3.265946315046486,1.8071929379694038,5.0077512839650495,4826.303760121358,0.8502970898434513,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,8,log_uniform_within_published_bounds,4243513661.0,"[1.6159551558578418,-5.362405859817777,-7.610464677498339,-5.8911916820861,0.4184837347569008,3.524464170355122,-1.7618469884842334,16.95552744567217,15.925541456661454,12.730250902453319,17.517885425357147,12.313123949548629,15.88595569374574,19.3948572961094,-16.067077902904604]","[1.509943493585904,-5.6138264417801915,-7.599168875813074,-6.018766471681955,0.42093773333896356,3.6876216019761165,-1.6119598288055665,16.616595197314325,15.918072264709116,12.643200655717662,17.583965767314883,12.05718122346733,16.0256723139048,19.544848581433136,-15.926821632429247]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,336,3,43.29578929447152,6.579953593641183,4.262227743768227,4354.324798131631,0.6330442697843737,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,9,log_uniform_within_published_bounds,3098457691.0,"[-1.3786131685614365,0.870749623976522,-9.048448759181335,-5.088353954913209,-8.454457193427325,2.907971977724575,-2.8243698354086124,23.640428371948992,8.418857600592823,10.127219638725688,24.764291414774767,19.61938287295936,10.53995839998704,17.60239016394658,-5.243540942890325]","[-6.6799215319271115,3.3451546321516004,-8.932872380509508,-5.129859309150513,-8.45691785552462,2.907903355973072,-2.824339454526368,18.702075136231016,8.153183739683667,10.24225432030096,24.685460870224407,19.618579652055843,10.539208444674802,17.602420544824852,-3.816606863612035]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1760,21,3.2694084533404943,1.8081505615795646,5.0085162885992345,4826.7510192539685,0.8509895785667845,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,10,log_uniform_within_published_bounds,909049080.0,"[1.4770078594049156,-6.430208672140444,-1.136757047756241,-2.491093075530591,-0.7805406264219918,-8.767474931222036,-2.8690786101800727,17.69621640797653,14.664994264371968,12.681290713831233,18.797144387398586,19.231342792639992,9.435315231158931,24.80124796060441,-8.825153877953221]","[3.3916897415613882,-6.426424095185949,-1.0867495752390293,-2.5527072874476957,-0.8023082078371411,-8.76893995932202,-2.869690921589318,16.544777087731408,14.674178627961048,12.697502790883695,18.803323576883837,19.21852908884969,9.43450454848396,24.79982556575529,-5.957489091345293]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,896,12,3.3492142044306203,1.8300858461915441,5.018323436196326,4832.478713743829,0.8603804387370131,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,11,log_uniform_within_published_bounds,177750135.0,"[-7.780191194852973,-4.9308605674135135,-9.92112502866717,-6.038473827443045,-9.424555399233597,4.548922791756668,-9.486240831278819,16.30275954124003,21.276384029203957,21.374379523307205,14.959868673208017,12.9992722423455,21.84845888335171,20.514477190887483,0.45698378917085947]","[-9.999999962606697,-9.999999962414385,-9.999999996966926,-10.0,-9.999999992570993,4.552060548486962,-9.486240831277902,19.828409739698685,24.99999998491431,24.99999997120552,14.985317444486027,12.9700092047514,24.999999995916305,20.5144771908884,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,224,2,43.296834613212916,6.580033025237253,4.262196067623948,4354.3030376578445,0.633059575365826,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,12,log_uniform_within_published_bounds,635728744.0,"[4.5463158174905445,0.44710377478861574,-9.598284839241646,-1.527118322159362,-7.988244061110725,1.0769514344444318,3.2854125737471502,8.069898382969294,15.73902719071177,24.63477723566235,20.547936185304465,10.752673616397551,10.860104745154604,24.934851904867024,-2.5682703349621647]","[-9.999999994414198,-9.999999993720472,4.999999995311052,-1.6299231540688102,-7.988244061110725,1.0769514344444318,3.2854125737471502,24.999999992605826,24.99999999414184,24.999999999211767,25.0,10.752673616397551,10.860104745154604,24.934851904867024,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,2,43.29680151666029,6.580030510313785,4.262196270447819,4354.303176991716,0.6330595678716534,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,13,log_uniform_within_published_bounds,539292596.0,"[-0.35939394099656674,-5.043645929589529,-4.139705564465216,-7.926308720286048,-5.682988072593879,-6.466870768710667,-1.340999100091528,12.287396887931962,11.317127986874317,24.56184966747913,8.774891477229795,22.375528477440234,20.185152206110075,23.7757136459131,1.0260194245438718]","[-10.0,-10.0,-10.0,4.999999949877254,-10.0,-5.381124361274455,-1.340999100091528,25.0,8.0,25.0,8.0,25.0,21.27089851711264,25.0,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,128,2,43.29680039094761,6.580030424773704,4.262196298748156,4354.303196433191,0.6330595637453177,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,14,log_uniform_within_published_bounds,261788199.0,"[-0.19482426380074713,-8.721639297914747,-3.2516643280263633,1.480417298017084,-1.3148039226231418,-6.049345636501197,-8.6820918796714,18.17133930073432,23.739055448823166,10.726662625057426,16.08871185990293,14.903071843945776,17.19187903726248,14.151655855941444,-2.155226642600841]","[-9.999999987923228,-8.466048574275028,-2.5689293992823763,1.4710267652582565,-1.316031740467946,-6.049550272808644,-8.6820918796714,24.999999993092946,24.235821414190738,10.594626749574422,16.0796169137207,14.902594359270822,17.191674400972612,14.151655855941444,-20.0]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,208,2,43.29861801057902,6.580168539678829,4.2621683569515145,4354.284001200733,0.6330606673289328,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,15,log_uniform_within_published_bounds,230762759.0,"[-2.3825403424900715,-9.869699570924023,-4.290388900688747,-2.446125473794604,-6.051760428515012,-3.5967232836005545,-5.050880231509517,18.794817965003176,8.194318050268786,19.547304384667026,12.31901242585204,15.122419494540281,17.39748567493511,9.893051149302115,-3.1444128223185537]","[-2.303551391715356,-9.857156604758476,-4.2245852863643805,-2.433112298539146,-6.051019528600156,-3.5940600616051768,-5.050268455627599,18.87057755233415,8.192455937830164,19.559907570963176,12.317468218131843,15.122390886695321,17.395375536451144,9.893018901779653,-3.167455233265827]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,384,3,6.537140415611711,2.556783216389632,5.293398090755716,4988.729969094964,1.2180528257045167,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,16,log_uniform_within_published_bounds,3649783092.0,"[-0.37893926962907365,3.9132917552763793,-2.3209624564687745,-8.549094081331589,-5.735892097718805,3.706916451745599,0.6619315124467118,22.213405041650027,20.803500092893017,18.74777136159448,19.418219030726604,14.8335040364128,18.04695426485558,13.792747018773149,-0.19964409244204973]","[2.293732799960596,3.913304560403028,-2.3209624564687745,-8.549094081331589,-5.735892097718805,3.706916451745599,0.6619315124467118,24.01551364493342,20.770916141002132,18.74777136159448,19.418219030726604,14.8335040364128,18.04695426485558,13.792747018773149,1.4942327103683153]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,848,17,3.258602737173913,1.8051600309041613,5.006943989614348,4825.83170225052,0.8495163814505765,,False,higher_train_mse_or_later_train_mse_tie
LADDER_7R7C,6,17,log_uniform_within_published_bounds,4004225632.0,"[2.3178037733674017,-2.4903763112647956,-0.09474366973422121,-7.470661831553838,3.9419523082119774,-2.3425801481575217,-4.440110961200862,23.138766360431887,20.905469391446335,20.319665344556004,22.025852730250712,22.971667965142572,15.964692901670286,9.865362356507926,-2.0967482945755904]","[2.3862334403768197,-2.4903523639816725,-0.09474410765173104,-7.470661831553838,3.9419523082119774,-2.3425801481575217,-4.440110961200862,21.6746438517377,20.905412978490038,20.31966438068639,22.025852730250712,22.971667965142572,15.964692901670286,9.865362356507926,-0.8463714168740575]",True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,784,18,3.259907982749877,1.8055215265263045,5.007099906662791,4825.9228792260965,0.8496652227504706,,False,higher_train_mse_or_later_train_mse_tie
